"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment"
"GO:0043410","GO:0043410","positive regulation of MAPK cascade",415,0.379718287627333,1.54882850356176,2.26766674687486e-05,0.00114527030137819,0.00097535615959405,2550,"tags=24%, list=16%, signal=21%","56636/12978/12266/16878/16590/26365/29820/20308/20297/404710/20305/16149/15558/11687/16792/232983/15559/12654/18829/21926/19264/13614/14219/16181/65086/16906/22339/20296/320207/24088/20304/16176/18189/11555/11549/16847/16591/19260/30955/18595/18441/20306/114249/14186/93897/18591/224116/16156/56745/20303/13869/20292/26563/216877/99470/20300/11550/22041/15469/16175/11606/18784/24064/99571/21939/71111/20963/12156/21943/18049/16009/18212/14172/56089/245527/20315/29815/20361/16193/13608/14180/76854/242316/21983/20353/73230/15234/14062/109689/11553/74568/21802/21808/78943/18673/27050/332579/14056/19303/71785/83397"
"GO:0042073","GO:0042073","intraciliary transport",46,-0.576771007623823,-2.07618846035685,2.75801236698608e-05,0.00138090826098752,0.00117603449296439,4768,"tags=59%, list=31%, signal=41%","245866/213575/18536/56350/106633/67286/171567/73916/73668/76568/76779/74019/81896/56542/67694/74682/385668/78802/12589/19893/213081/72421/74052/264134/52028/232943/17152"
"GO:0001894","GO:0001894","tissue homeostasis",214,0.445231912926028,1.72446144191049,2.87321964253727e-05,0.00142629569947491,0.00121468817816308,2241,"tags=23%, list=14%, signal=20%","140474/12978/13040/26365/18260/84506/12839/12977/20510/13386/620235/12516/27375/20927/12349/14219/100039795/72828/22339/12062/16541/114304/11555/13036/17196/231633/27273/19662/11304/231162/13869/12824/71982/13052/12815/22041/20963/279561/21873/21943/12721/22346/12818/16193/27060/14062/22042/12741/17300"
"GO:0002274","GO:0002274","myeloid leukocyte activation",165,0.468139978948148,1.76769932275675,3.10773573848429e-05,0.00152004157018849,0.00129452576089527,1629,"tags=21%, list=10%, signal=19%","13421/16590/171284/77125/20311/84506/19204/12259/24108/22177/17082/217166/77777/21926/94176/68891/24088/20304/16153/171283/15368/16803/12479/18173/170741/11988/17988/11541/16190/209558/18784/15510/20963/16414/193034"
"GO:0002697","GO:0002697","regulation of immune effector process",309,0.403584228046689,1.61945592529999,3.11441024194956e-05,0.00152004157018849,0.00129452576089527,1943,"tags=19%, list=13%, signal=17%","140474/12266/13421/22324/77125/26365/20311/19204/16149/22177/16792/16182/77777/12480/21926/14347/19264/17131/68891/20296/14190/24088/20304/16176/16153/83430/15368/14997/19260/16803/96935/16854/12479/230126/12261/19662/232345/243910/15223/21938/15216/56200/11541/18534/16190/209558/14825/16453/18784/15510/21939/20963/16414/21946/21929/20085/69583/20361/16193/237625"
"GO:0002548","GO:0002548","monocyte chemotaxis",37,0.657558134007048,2.01651563626773,3.25368634899777e-05,0.00156404419674151,0.00133200008708286,1912,"tags=49%, list=12%, signal=43%","20308/20297/20305/18787/232983/18829/20296/20304/16854/20306/18591/20303/20292/20300/20563/21943/20085/20315"
"GO:0045637","GO:0045637","regulation of myeloid cell differentiation",170,0.464716971134465,1.75852926733671,3.25842540987816e-05,0.00156404419674151,0.00133200008708286,1943,"tags=22%, list=13%, signal=19%","12978/12262/16878/26365/16149/12977/13386/22177/21926/12349/72828/23871/12985/18102/83554/20304/83430/72147/105855/12571/170741/16948/319160/17480/16658/20259/19659/16323/15469/74614/21873/16909/21943/97165/15526/18103/237625"
"GO:1902850","GO:1902850","microtubule cytoskeleton organization involved in mitosis",139,0.477018313928276,1.78964714078771,3.44043833527137e-05,0.00163787425010296,0.00139487659511994,1578,"tags=22%, list=10%, signal=20%","20877/71819/66977/100502766/26934/72119/26886/16551/12615/268697/218977/108907/18817/67052/20460/18005/16571/107995/70385/233406/229841/56742/21335/56150/320159/66442/16765/73420/233064/24064/20878"
"GO:0006956","GO:0006956","complement activation",41,0.656490246623774,2.04271385989812,3.56543643310063e-05,0.00168358169133727,0.00143380280694393,1319,"tags=41%, list=8%, signal=38%","16071/12266/12262/12260/12259/100123473/12268/16176/50908/317677/14962/96935/12261/232345/17174/667277/625018"
"GO:0003018","GO:0003018","vascular process in circulatory system",181,0.452103638315003,1.72760030757361,3.69106240170207e-05,0.00172884600234562,0.00147235163205416,2550,"tags=33%, list=16%, signal=28%","12310/26365/18260/19204/20537/15558/15559/21926/27375/20927/13614/54140/22339/12062/276829/11555/11549/26457/17130/11535/67405/18441/18591/20303/240672/207728/18436/14234/11541/98660/243547/11550/11606/99571/13618/15552/20656/20563/17390/21873/15465/12671/11539/18442/319197/76854/20527/11622/14062/14629/12741/17300/11553/11421/20657/20502/20277/18671/26357/83397"
"GO:0090068","GO:0090068","positive regulation of cell cycle process",231,0.43350342589218,1.69240787096202,3.84236437376249e-05,0.001785316182625,0.0015204438056682,3372,"tags=35%, list=22%, signal=28%","20877/71819/12704/26934/12534/21926/268697/68612/67849/108907/13614/12189/14219/54141/67052/16906/12532/13605/68549/381293/16176/11799/19362/20677/229841/67177/19363/108961/56150/18591/226419/18432/216021/12443/17702/240641/20873/27214/268451/16175/67141/52679/14465/19385/320209/76843/22038/18392/18148/17701/12567/328440/13874/21802/68142/23980/12569/14056/22410/72290/51810/12034/105837/65019/56190/70235/21781/108911/12530/67628/28036/17295/332110/16000/22059/20670/19941/18226/71514/11792/81702"
"GO:0070371","GO:0070371","ERK1 and ERK2 cascade",260,0.419016875157645,1.65741689221107,3.8822689267886e-05,0.00178954110530065,0.00152404191202837,2198,"tags=25%, list=14%, signal=22%","56636/12978/12266/16878/20308/20297/404710/20305/16149/15558/11687/15559/12654/18829/19264/14219/22339/20296/24088/20304/16176/18189/75590/11549/13036/19260/57783/18595/18441/20306/114249/14186/18591/20303/319520/13869/20292/13844/74155/20300/22041/16175/11606/18784/67071/24064/99571/114715/20963/12156/21943/18049/14172/22350/56089/20315/14114/20361/16193/12193/76854/100952/21983/73230/14062/109689"
"GO:0009617","GO:0009617","response to bacterium",459,0.371526264629686,1.51890979192294,4.43387312156647e-05,0.00202771142441402,0.00172687689997852,2192,"tags=23%, list=14%, signal=20%","16071/12266/17476/414084/20311/12796/84506/19204/19752/15162/18787/17105/78354/20556/100123473/20201/17970/217166/21926/14038/50778/20310/20309/192200/18619/330122/237436/208659/16819/20296/230405/24088/12475/20304/16176/70045/17951/234267/217480/17533/16153/171283/16365/83430/12142/434341/17130/15951/11535/215257/19260/16803/56615/109648/71856/225845/450219/18173/76905/13115/11529/56388/207728/21938/19116/245386/18534/70312/14825/18828/22041/16175/100040462/13057/381308/13618/21333/12945/20963/12156/15122/27056/20568/17975/97165/21946/13214/26419/21929/20085/93961/12810/22249/16193/22038/14734/15439/110257/381677/14229/66373/14062/15900/12567/19664"
"GO:0016126","GO:0016126","sterol biosynthetic process",47,-0.562265826684901,-2.03111009427192,4.54950673508732e-05,0.00206433868104587,0.00175807007797494,2848,"tags=51%, list=18%, signal=42%","235293/105787/19302/192156/72999/13360/109754/108079/14164/20788/20775/73166/68603/15490/17855/16987/15357/231070/18194/14137/208715/74754/110196/66234"
"GO:0019886","GO:0019886","antigen processing and presentation of exogenous peptide antigen via MHC class II",14,0.818244287691518,2.03519931251182,4.63599302355563e-05,0.00207337086920981,0.00176576223619271,1067,"tags=50%, list=7%, signal=47%","13040/16149/14960/13034/14961/15001/65972"
"GO:0000462","GO:0000462","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",35,0.671792003699163,2.04028290486628,4.64080945243243e-05,0.00207337086920981,0.00176576223619271,3052,"tags=54%, list=20%, signal=44%","59028/104662/215193/59014/217995/213773/21771/53414/208144/30946/20085/110816/57315/20055/20116/13871/66481/69499/20044"
"GO:0007190","GO:0007190","activation of adenylate cyclase activity",10,0.877071002374732,1.98617241470337,4.74452797728436e-05,0.00210352812916546,0.00179144531661384,614,"tags=50%, list=4%, signal=48%","12310/432530/11513/14160/11555"
"GO:0019233","GO:0019233","sensory perception of pain",96,0.524737246805184,1.87919133148807,5.75955496165632e-05,0.00253420418312878,0.00215822557933198,2248,"tags=36%, list=14%, signal=31%","12310/13040/77125/19204/15558/20269/21926/13614/16181/18619/17391/20296/11555/16153/22223/18441/58226/23801/18389/16508/215210/16485/64292/16175/13618/21333/13850/193034/18049/11539/18442/20315/14062/11553/11421"
"GO:0002696","GO:0002696","positive regulation of leukocyte activation",263,0.413431156163993,1.63590361490406,6.09850266845007e-05,0.00266316567656827,0.00226805413842872,1659,"tags=21%, list=11%, signal=19%","16071/171284/77125/26365/84506/19204/12522/16149/22177/17082/14960/100123473/18829/77777/21926/14961/19264/78317/68891/20296/20304/16176/22637/16153/171283/20677/83430/12142/19260/16803/12479/230126/105855/13641/243910/16169/17480/11541/18534/16190/22329/76088/17242/16453/16175/12400/15510/21939/21333/13643/20963/16414/21943/12721"
"GO:0060326","GO:0060326","cell chemotaxis",221,0.430426036677975,1.67346131123199,6.51997129874003e-05,0.00282596964948374,0.00240670425237859,2145,"tags=27%, list=14%, signal=24%","12978/22324/16590/20311/20308/20297/20305/16149/12977/18787/28240/232983/20201/18829/20310/20309/13614/15200/330122/22339/20296/20304/16176/70045/83430/16803/16854/18595/12261/54199/105855/20306/18591/20303/20292/16948/13052/12927/20300/14825/22329/17242/13618/18606/20563/20963/16414/21943/15465/12721/97165/14172/20085/277360/20315/21828/21983/20583/15235/15234"
"GO:0001910","GO:0001910","regulation of leukocyte mediated cytotoxicity",66,0.571832286090701,1.92591752227633,6.96566551541729e-05,0.00299678409729953,0.00255217639430377,828,"tags=20%, list=5%, signal=19%","140474/13421/22324/26365/20311/22177/77777/12480/19264/20296/83430/14997/12479"
"GO:0007346","GO:0007346","regulation of mitotic cell cycle",408,0.373909630412874,1.52286716875705,7.0424433658177e-05,0.00300753757857862,0.00256133447182487,2839,"tags=23%, list=18%, signal=19%","20877/12235/24108/77011/108000/71007/12236/208628/406217/12534/21926/27375/268697/218977/68612/67849/108907/13614/12189/18817/67052/20460/16906/12532/70385/22137/381293/16176/11799/13555/217011/20677/12649/69716/229841/269582/14841/66197/230126/68014/67177/19363/56150/18591/17345/216021/215378/12443/15375/268465/240641/17127/27214/12228/83383/67874/16175/67141/14726/19192/52679/59126/12162/76843/100088/13684/12193/18392/12567/328440/17300/13874/21802/68142/23980/118454/12122/14199/13871/54124/12144/14056/22410/67045/211651/12048/72290/19650/51810/12034/105837/56190/21781/108911"
"GO:0023061","GO:0023061","signal release",428,0.37227691927852,1.51932837666771,7.2369133385251e-05,0.00306802866205502,0.00261285100097806,2494,"tags=25%, list=16%, signal=22%","22044/16878/243725/15364/78896/109731/15558/28240/12322/16514/14419/242662/217166/21926/18751/14299/432530/20927/231602/13614/13447/16181/100039795/29873/20965/53420/245049/208898/20304/16176/11799/18189/11555/14761/20677/11549/80885/58869/16847/78771/80976/11535/60510/16854/18576/75767/20287/320405/20743/19662/70129/18441/14186/16156/56745/18300/17932/18111/18436/72472/15216/64292/11541/235442/16323/16175/11606/20964/99571/67847/13371/21333/71111/20963/319613/15893/21943/18049/16009/12894/18212/192167/54525/11539/18442/22249/20315/27209/16193/237625/76854/545156/16510/381677/53627/170639/27060/14062/74732/109689/171530/16504/20502/171180/12953/20666/93692/110877/269224"
"GO:0070372","GO:0070372","regulation of ERK1 and ERK2 cascade",245,0.417102506064168,1.64049191046457,7.65231094762644e-05,0.00318995673124361,0.00271668962594493,2198,"tags=25%, list=14%, signal=22%","56636/12978/12266/16878/20308/20297/20305/16149/15558/11687/15559/12654/18829/19264/14219/22339/20296/24088/20304/16176/18189/75590/11549/19260/57783/18595/18441/20306/114249/14186/18591/20303/319520/13869/20292/13844/74155/20300/16175/18784/67071/24064/99571/114715/20963/12156/21943/18049/14172/22350/56089/20315/14114/20361/16193/76854/100952/21983/73230/14062/109689"
"GO:1990868","GO:1990868","response to chemokine",54,0.602570011298715,1.96319255620583,7.68928964142744e-05,0.00318995673124361,0.00271668962594493,1590,"tags=41%, list=10%, signal=37%","20311/20308/20297/20305/232983/18829/20310/20309/13614/330122/20296/20304/13349/20306/20303/20292/16948/17480/20300/14825/76088/20563"
"GO:1990869","GO:1990869","cellular response to chemokine",54,0.602570011298715,1.96319255620583,7.68928964142744e-05,0.00318995673124361,0.00271668962594493,1590,"tags=41%, list=10%, signal=37%","20311/20308/20297/20305/232983/18829/20310/20309/13614/330122/20296/20304/13349/20306/20303/20292/16948/17480/20300/14825/76088/20563"
"GO:0046850","GO:0046850","regulation of bone remodeling",50,0.599330623434905,1.92862034107336,8.13341734596664e-05,0.00333706589218336,0.00284197343543744,2169,"tags=36%, list=14%, signal=31%","12978/26365/84506/13386/620235/12349/72828/22339/16847/231633/27273/17242/22041/20963/21943/54525/16193/22042"
"GO:0010817","GO:0010817","regulation of hormone levels",379,0.386977817163143,1.56667357155007,8.22229507282815e-05,0.00333706589218336,0.00284197343543744,2528,"tags=26%, list=16%, signal=23%","21819/22044/16878/15364/78896/28240/16514/14419/217166/21926/56847/20927/13614/107585/13447/16181/100039795/18553/245049/20304/16176/11799/18189/14761/20677/80885/11668/58869/16847/13116/665270/11535/60510/50934/18576/75767/20287/18595/218476/19662/18441/14186/58226/11522/18551/16156/56745/18300/13115/13113/11529/17932/15375/107522/18111/20539/72472/15216/235442/19659/16323/11606/13078/214593/99571/30953/13371/68947/21333/71111/12156/319613/15893/21943/16009/12894/19699/18552/54525/11539/54381/27209/16193/237625/100198/76854/67442/545156/381677/27060/109689/171530/11421/20502/12953/20277/20666/93692/269224/18671"
"GO:0150146","GO:0150146","cell junction disassembly",18,0.767684899200164,1.99623580307019,8.24311164441716e-05,0.00333706589218336,0.00284197343543744,316,"tags=33%, list=2%, signal=33%","12266/12262/12260/12259/20927/53972"
"GO:0022409","GO:0022409","positive regulation of cell-cell adhesion",202,0.431436381471025,1.66307009608593,8.27371708805793e-05,0.00333706589218336,0.00284197343543744,1811,"tags=25%, list=12%, signal=22%","26365/19204/12522/16149/11687/14960/70417/18829/21926/14961/14347/19264/17131/78317/23871/20296/83554/20304/16176/22637/20677/83430/20344/19260/12479/230126/105855/16401/12550/13641/243910/18534/16190/22329/76088/17242/16453/16175/12400/99571/15510/13643/14726/20963/16414/21943/12721/16818/16451/12162"
"GO:0045453","GO:0045453","bone resorption",62,0.573594911459512,1.9199151740486,8.38963957788343e-05,0.00336048459781703,0.00286191770428125,2169,"tags=31%, list=14%, signal=26%","12978/13040/26365/84506/13386/620235/12349/72828/22339/11555/231633/27273/71982/22041/20963/21943/16193/27060/22042"
"GO:0007062","GO:0007062","sister chromatid cohesion",50,0.596673825122062,1.92007087760876,9.55474991827649e-05,0.0038009580496815,0.00323704180720845,794,"tags=20%, list=5%, signal=19%","12235/72107/110033/12236/71988/67849/107995/72415/68549/14841"
"GO:0006695","GO:0006695","cholesterol biosynthetic process",41,-0.578588307006926,-2.04239787136713,9.68972014785504e-05,0.0038025604472123,0.00323840647046734,3558,"tags=56%, list=23%, signal=43%","235293/105787/19302/192156/72999/13360/109754/108079/14164/20788/73166/68603/15490/17855/16987/15357/231070/18194/14137/208715/74754/110196/66234"
"GO:1902653","GO:1902653","secondary alcohol biosynthetic process",41,-0.578588307006926,-2.04239787136713,9.68972014785504e-05,0.0038025604472123,0.00323840647046734,3558,"tags=56%, list=23%, signal=43%","235293/105787/19302/192156/72999/13360/109754/108079/14164/20788/73166/68603/15490/17855/16987/15357/231070/18194/14137/208715/74754/110196/66234"
"GO:0022407","GO:0022407","regulation of cell-cell adhesion",346,0.385240622702371,1.55199341578557,9.80582157535176e-05,0.00382229608789551,0.00325521409979357,1939,"tags=22%, list=12%, signal=20%","140474/26365/19204/12522/16149/245555/11687/16792/14960/208154/70417/18829/21926/14961/14347/19264/16181/17131/72828/78317/208936/23871/22339/20296/14190/83554/20304/16176/22637/11555/16153/20677/83430/20344/17196/19260/16854/12479/230126/434215/105855/16401/56745/17075/12550/13641/243910/15223/69237/15216/18534/16190/20300/22329/76088/17242/16453/16175/12400/99571/15510/13643/14726/20963/16414/12156/21943/12721/16818/16451/23965/12162/21929/20720/20315/16193"
"GO:0002694","GO:0002694","regulation of leukocyte activation",421,0.36666246250772,1.49546526263418,0.000117123411480065,0.0045350184925081,0.00386219586347245,2673,"tags=25%, list=17%, signal=21%","16071/171284/77125/26365/84506/19204/12522/16149/22177/14087/16792/17082/14419/14960/208154/100123473/18829/217166/77777/21926/14961/15001/19264/17131/78317/68891/20296/14190/20304/16176/22637/16153/171283/20677/83430/12142/15368/74039/19260/16803/16854/12479/230126/434215/105855/13024/13641/243910/16169/21414/15223/21938/11988/17480/15216/11541/18534/16190/209558/22329/76088/17242/16453/16175/18784/12400/15510/21939/21333/13643/20963/16414/21943/12721/16818/21946/21929/69583/16193/237625/22038/12193/76854/11622/11534/12231/15354/22042/94185/72544/12608/16950/27050/20666/12144/107527/279766/14375/14998/20668/211651/107823/22174/56532"
"GO:0044839","GO:0044839","cell cycle G2/M phase transition",134,0.468040259702702,1.75060441055181,0.000125689628545631,0.00483447259995381,0.00411722247846581,2541,"tags=24%, list=16%, signal=20%","77011/12704/108000/71007/12534/268697/12428/12189/18817/67052/16906/12532/381293/14235/11799/12649/12442/269582/19363/226419/216021/12443/67141/67121/76843/18392/18148/12567/14199/12144/18671/22410"
"GO:0044786","GO:0044786","cell cycle DNA replication",39,0.635173295317027,1.97131402417247,0.000134621851970661,0.00514397181740527,0.00438080389480705,2302,"tags=46%, list=15%, signal=39%","19361/17218/17216/17215/17219/12544/69270/67177/108961/16881/27214/18968/67141/52679/327762/17220/22687/68142"
"GO:0007051","GO:0007051","spindle organization",174,0.44371078374077,1.68687295449323,0.000139521896561075,0.00528232247962291,0.00449862863051835,1883,"tags=23%, list=12%, signal=20%","20877/71819/66977/100502766/26934/72119/26886/16551/268697/218977/18817/54141/67052/20460/18005/16571/105988/69885/107995/233406/51944/12442/229841/56742/12316/21335/320159/66442/16765/73420/233064/219072/67141/20878/19385/16580/16319/22350/66617/100088"
"GO:0019884","GO:0019884","antigen processing and presentation of exogenous antigen",29,0.683952279960239,1.99881003654546,0.000140061580899092,0.00528232247962291,0.00449862863051835,1067,"tags=31%, list=7%, signal=29%","13040/16149/14960/13034/12480/14961/15001/12479/65972"
"GO:0098739","GO:0098739","import across plasma membrane",133,0.466498635491468,1.74266555813826,0.000145067130081867,0.00543580575171278,0.00462934087779077,1865,"tags=27%, list=12%, signal=24%","56774/20537/20510/28240/16514/21926/72027/20271/16515/236727/16516/16520/11555/211480/11989/246788/26457/245128/50934/20539/11988/30805/18436/100040591/15216/98660/277973/20509/11931/11606/279561/193034/20512/330953/56089/56643"
"GO:0001503","GO:0001503","ossification",339,0.37636241220025,1.51148620179413,0.00015733201783465,0.00585759204861313,0.00498855028208516,2672,"tags=26%, list=17%, signal=22%","110935/12310/20319/12977/11687/13386/21926/13406/60530/14219/68527/17131/17389/22339/18121/83554/22402/11555/14560/230587/17130/15951/231633/74442/16591/71458/73016/26427/114249/17313/73121/233781/12571/13115/71952/110075/17702/16948/12824/71982/14119/17127/14234/15904/11839/20661/17242/67141/214593/12400/16840/12817/21333/17390/12156/13877/20256/21943/16009/17926/14172/20354/26419/12162/18442/67671/16193/14180/14734/11622/12843/20583/27060/19664/22160/16011/17300/22341/12608/13871/20666/22410/269941/68588/12842/18128/69121"
"GO:0034331","GO:0034331","cell junction maintenance",32,0.666684519000529,1.98171785841898,0.000164322398195912,0.00607888209376977,0.00517700938064089,854,"tags=22%, list=6%, signal=21%","12978/67451/12737/12739/103172/68891/19152"
"GO:0046883","GO:0046883","regulation of hormone secretion",215,0.41893688105722,1.62270883822134,0.000172654037891679,0.00634667501313209,0.00540507211227847,2219,"tags=26%, list=14%, signal=22%","22044/16878/15364/78896/28240/16514/14419/217166/21926/20927/13614/13447/245049/20304/16176/11799/18189/14761/20677/80885/58869/16847/60510/18576/75767/20287/19662/18441/14186/16156/56745/18300/17932/18111/15216/235442/16323/11606/99571/21333/71111/319613/15893/21943/16009/12894/54525/11539/16193/237625/76854/545156/27060/109689/171530"
"GO:0045124","GO:0045124","regulation of bone resorption",41,0.628388639191693,1.95527380533197,0.000183615405171737,0.00670715895117893,0.00571207407416083,2169,"tags=37%, list=14%, signal=32%","12978/26365/84506/13386/620235/12349/72828/22339/231633/27273/22041/20963/21943/16193/22042"
"GO:0000281","GO:0000281","mitotic cytokinesis",67,0.547810019478497,1.85014505779006,0.000187100714484118,0.00679175593577347,0.00578412011421624,1195,"tags=22%, list=8%, signal=21%","71819/74107/12704/26934/12615/108907/18817/16571/68743/13605/11799/80986/19348/240641/16765"
"GO:0098662","GO:0098662","inorganic cation transmembrane transport",495,0.358210321791282,1.46848054679827,0.000188328405881678,0.00679385951155766,0.00578591160011771,2523,"tags=24%, list=16%, signal=21%","110935/338370/56774/84506/20537/20510/15558/28240/66240/16538/170770/16514/22784/14419/16534/15559/13409/20269/72027/229706/20927/20271/58176/19264/14167/72828/214111/16515/236727/19739/14169/16516/16520/11555/18821/211480/238384/11979/246788/57814/19260/227618/30955/11936/320707/58226/57442/211468/18173/18389/59095/140493/16508/76713/16497/20538/68279/18436/100040591/16485/15216/74513/16525/98660/277973/54377/14168/238076/68428/11931/13057/71111/399548/279561/214922/193034/18049/11951/15465/12721/20276/20512/19733/16818/170706/12296/330953/20278/56089/69806/105675/14873/76854/109676/11947/11622/16510/228033/57785/27060/14062/80334/22160/55991/16494/56085/28080/118454/116873/16504/56188/21808/14199/54403/20277/16511/93692/67126/18174"
"GO:0050778","GO:0050778","positive regulation of immune response",372,0.377781265418534,1.52791867535836,0.000199964533250659,0.00716909882172734,0.00610547980341032,2665,"tags=27%, list=17%, signal=23%","16071/12266/12262/22324/77125/19204/12260/16149/12259/22177/16792/16182/16534/100123473/77777/12480/21926/18751/14961/12268/19264/68891/24088/16176/22637/16153/58203/50908/16365/83430/434341/23921/15951/317677/14962/74039/14997/19260/16803/96935/16854/12479/230126/12261/232345/105855/18173/17174/243910/667277/11541/625018/17060/12927/18534/16190/18784/100040462/15510/21939/381308/20963/16414/17390/21682/97165/16818/22350/20085/69583/12810/16193/237625/12518/22038/16678/110557/12231/22042/67917/50909/94185/13874/72544/12628/23880/18673/27050/18755/332579/12258/14375/14998/14972/319430/75454/226695/107823/56275"
"GO:0061640","GO:0061640","cytoskeleton-dependent cytokinesis",87,0.510903634038524,1.7958719210418,0.000211765302941922,0.00754560048764835,0.00642612307732702,1747,"tags=22%, list=11%, signal=19%","20877/71819/74107/12704/26934/12615/108907/18817/16571/68743/13605/11799/80986/19348/240641/16765/52398/53860/16319"
"GO:0042255","GO:0042255","ribosome assembly",62,0.554057599839403,1.85452062418392,0.000235460730427354,0.0083016970585285,0.0070700439462856,4058,"tags=65%, list=26%, signal=48%","235036/217011/12261/59014/16785/69902/110109/66164/225215/208144/30946/67097/20085/110816/67671/11837/100503670/67832/27367/16418/20103/268449/67025/75617/20054/54127/118451/19988/100019/20044/72181/57294/71986/16898/12181/110954/68193/20935/67239/50529"
"GO:1903131","GO:1903131","mononuclear cell differentiation",340,0.37643114861502,1.51298157602157,0.000235843666435469,0.0083016970585285,0.0070700439462856,2819,"tags=25%, list=18%, signal=21%","16071/22324/16590/12522/16149/12977/24108/28240/14087/11634/16182/14960/14961/15001/14347/94176/19264/17131/22339/230405/14190/16176/22637/16153/20677/83430/12142/16847/74039/19260/12479/19152/230126/72147/105855/12571/13024/243910/16169/21414/20442/15223/66058/16658/18534/16190/58208/17242/16453/16175/12400/65963/270110/20963/16818/21946/21929/21985/277360/16193/12518/12193/11622/15201/27060/15900/15354/19664/17068/12608/16950/12144/14056/107527/14375/14998/20668/211651/22174/56532/16194/22778/224860/12501/20667"
"GO:0060249","GO:0060249","anatomical structure homeostasis",362,0.377317937229143,1.52482513729862,0.00023947981915376,0.00837890837135565,0.00713580006470208,3277,"tags=27%, list=21%, signal=21%","140474/12978/13040/26365/18260/20877/84506/12839/12977/20510/13386/620235/12516/19361/27375/20927/12349/231602/14219/100039795/18005/72828/22339/12062/16541/114304/11555/52530/13036/17196/231633/27273/19662/18441/11304/98956/231162/13869/16948/12824/71982/18436/234344/13052/30877/208084/12815/245474/79456/22041/20963/279561/21873/21943/12721/12462/327762/22346/12466/18442/12818/16193/16510/27060/14062/22042/12741/12469/17300/12448/75124/12144/12465/18671/14375/74591/22174/18128/216853/51810/12490/110789/12461/20901/21898/14194/66181/12468/11991/332110/26557/225348/19704/16889/14178/22601"
"GO:0045765","GO:0045765","regulation of angiogenesis",249,0.402789530847764,1.58636035668343,0.000243164192805705,0.0084568720467996,0.00720219692400887,2376,"tags=25%, list=15%, signal=21%","12266/16878/223780/26365/20319/12796/15364/17395/18787/12654/21926/18751/20927/13058/12189/23871/22339/15245/20296/20317/20304/16176/11555/16153/14066/15368/13036/21826/11535/16854/18576/319909/26427/76905/20292/14234/12828/17242/16175/11606/13078/16840/24064/21939/18606/114715/11489/16414/14465/16451/14172/13179/15277/319197/100952/73230/15234/12741/17300/22341/230775/21808"
"GO:0044770","GO:0044770","cell cycle phase transition",391,0.374654428637103,1.52123744337602,0.000248229959253207,0.00858166430561087,0.00730847480282468,3564,"tags=29%, list=23%, signal=23%","20877/404710/12235/24108/77011/12322/12704/108000/71007/12236/208628/12534/27375/268697/68612/12428/18973/19264/67849/12189/18817/67052/16906/12532/70385/22137/381293/14235/11799/13555/106795/20677/12649/69716/12442/229841/269582/14841/66197/21335/67177/19363/56150/226419/216021/13557/12443/27214/15904/16323/83383/67141/67121/14726/19192/52679/59126/12449/76843/100088/13684/12193/18392/18148/12567/22687/328440/21853/68142/118454/18557/271697/12448/12122/14199/13871/54124/12144/14056/18671/22410/67655/67045/72290/19650/12013/12034/105837/56190/21781/108911/50496/12530/67628/19186/28036/332110/12580/22059/19704/19941/18647/11792/20620/19891/81702/319651/194655/18426/74335/66131/50927/71878"
"GO:0007052","GO:0007052","mitotic spindle organization",115,0.478802653456317,1.75575645263387,0.000250753751097915,0.00861762003773188,0.0073390960847655,1367,"tags=22%, list=9%, signal=20%","20877/71819/66977/100502766/26934/72119/26886/16551/268697/218977/18817/67052/20460/18005/16571/107995/233406/229841/56742/21335/320159/66442/16765/73420/233064"
"GO:1901342","GO:1901342","regulation of vasculature development",252,0.397646333320173,1.56810984468043,0.000261472647204286,0.00890897609168334,0.0075872260864905,2376,"tags=25%, list=15%, signal=21%","12266/16878/223780/26365/20319/12796/15364/17395/18787/12654/21926/18751/20927/13058/12189/23871/22339/15245/20296/20317/20304/16176/11555/16153/14066/15368/13036/21826/11535/16854/18576/319909/26427/76905/20292/14234/12828/17242/16175/11606/13078/16840/24064/21939/18606/114715/11489/16414/14465/16451/14172/13179/15277/319197/100952/73230/15234/12741/17300/22341/230775/21808"
"GO:0045649","GO:0045649","regulation of macrophage differentiation",18,0.747177938022158,1.94291089052032,0.000262299399393569,0.00890897609168334,0.0075872260864905,867,"tags=22%, list=6%, signal=21%","12262/16878/12977/72147"
"GO:0050731","GO:0050731","positive regulation of peptidyl-tyrosine phosphorylation",153,0.440795012771764,1.66556799934739,0.000268654758044216,0.00907178392279537,0.00772587948622869,2306,"tags=28%, list=15%, signal=24%","12978/16878/16590/16149/15558/14585/21926/19264/15200/22339/12985/93672/20304/12805/83430/11549/56013/16975/13867/18595/18591/16156/18003/13869/14573/11839/11606/21939/18606/20963/98878/21682/19699/16818/20354/11539/21828/16193/15234/11421/13874/21802/22341"
